2024-02-25 00:21:08 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.ChatApplication |Starting ChatApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 19472 (E:\bilibili\chat\target\classes started by Administrator in E:\bilibili)
2024-02-25 00:21:08 |INFO  |main |SpringApplication.java:645 |ljl.bilibili.ChatApplication |No active profile set, falling back to 1 default profile: "default"
2024-02-25 00:21:10 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=a7a1328b-3b26-36eb-8c3f-81816a94c633
2024-02-25 00:21:11 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 1688 (http)
2024-02-25 00:21:11 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-1688"]
2024-02-25 00:21:11 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-02-25 00:21:11 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.65]
2024-02-25 00:21:11 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-02-25 00:21:11 |INFO  |main |ServletWebServerApplicationContext.java:290 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 2831 ms
2024-02-25 00:21:11 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Stopping service [Tomcat]
2024-02-25 00:21:11 |INFO  |main |ConditionEvaluationReportLoggingListener.java:136 |org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener |

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2024-02-25 00:22:20 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.ChatApplication |Starting ChatApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 1236 (E:\bilibili\chat\target\classes started by Administrator in E:\bilibili)
2024-02-25 00:22:20 |INFO  |main |SpringApplication.java:645 |ljl.bilibili.ChatApplication |No active profile set, falling back to 1 default profile: "default"
2024-02-25 00:22:22 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=a7a1328b-3b26-36eb-8c3f-81816a94c633
2024-02-25 00:22:22 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 1688 (http)
2024-02-25 00:22:22 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-1688"]
2024-02-25 00:22:22 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-02-25 00:22:22 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.65]
2024-02-25 00:22:23 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-02-25 00:22:23 |INFO  |main |ServletWebServerApplicationContext.java:290 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 2682 ms
2024-02-25 00:22:23 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-02-25 00:22:23 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-02-25 00:22:25 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-02-25 00:22:26 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 94a40b6b-5369-485d-a369-b7b295249454
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 83 ms to scan 1 urls, producing 3 keys and 6 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 22 ms to scan 1 urls, producing 4 keys and 9 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 25 ms to scan 1 urls, producing 3 keys and 10 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 235 ms to scan 162 urls, producing 0 keys and 0 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 15 ms to scan 1 urls, producing 1 keys and 5 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 17 ms to scan 1 urls, producing 1 keys and 7 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 19 ms to scan 1 urls, producing 2 keys and 8 values 
2024-02-25 00:22:26 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 252 ms to scan 162 urls, producing 0 keys and 0 values 
2024-02-25 00:22:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] RpcClient init label, labels = {module=naming, source=sdk}
2024-02-25 00:22:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-02-25 00:22:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-02-25 00:22:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-02-25 00:22:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Try to connect to server on start up, server: {serverIp = '116.62.71.84', server main port = 8848}
2024-02-25 00:22:30 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Success to connect to server [116.62.71.84:8848] on start up, connectionId = 1708791750044_120.227.129.112_46564
2024-02-25 00:22:30 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Notify connected event to listeners.
2024-02-25 00:22:30 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-02-25 00:22:30 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$766/1004791660
2024-02-25 00:22:32 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-1688"]
2024-02-25 00:22:32 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 1688 (http) with context path ''
2024-02-25 00:22:32 |INFO  |main |NacosServiceRegistry.java:65 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP chat 192.168.10.5:1688 register finished
2024-02-25 00:22:32 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-02-25 00:22:32 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 1 custom documentation plugin(s)
2024-02-25 00:22:32 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-02-25 00:22:33 |INFO  |main |StartupInfoLogger.java:61 |ljl.bilibili.ChatApplication |Started ChatApplication in 13.709 seconds (JVM running for 14.881)
2024-02-25 02:14:22 |INFO  |com.alibaba.nacos.client.remote.worker |TimeBasedFilter.java:24 |ljl.filter.TimeBasedFilter |






2024-02-25 02:14:22 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Server healthy check fail, currentConnection = 1708791750044_120.227.129.112_46564
2024-02-25 02:14:22 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2024-02-25 02:14:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Success to connect a server [116.62.71.84:8848], connectionId = 1708798462329_120.227.129.112_46087
2024-02-25 02:14:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Abandon prev connection, server is 116.62.71.84:8848, connectionId is 1708791750044_120.227.129.112_46564
2024-02-25 02:14:23 |INFO  |com.alibaba.nacos.client.remote.worker |RpcClient.java:591 |com.alibaba.nacos.common.remote.client |Close current connection 1708791750044_120.227.129.112_46564
2024-02-25 02:14:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Notify disconnected event to listeners
2024-02-25 02:14:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[94a40b6b-5369-485d-a369-b7b295249454] Notify connected event to listeners.
2024-02-25 02:16:05 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:80 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registering from Nacos Server now...
2024-02-25 02:16:05 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:100 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registration finished.
2024-02-25 02:16:05 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2063 |com.alibaba.druid.pool.DruidDataSource |{dataSource-0} closing ...
2024-02-25 02:17:10 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.ChatApplication |Starting ChatApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 12968 (E:\bilibili\chat\target\classes started by Administrator in E:\bilibili)
2024-02-25 02:17:10 |INFO  |main |SpringApplication.java:645 |ljl.bilibili.ChatApplication |No active profile set, falling back to 1 default profile: "default"
2024-02-25 02:18:49 |INFO  |main |StartupInfoLogger.java:55 |ljl.bilibili.ChatApplication |Starting ChatApplication using Java 1.8.0_65 on DESKTOP-4C1V07J with PID 14156 (E:\bilibili\chat\target\classes started by Administrator in E:\bilibili)
2024-02-25 02:18:49 |INFO  |main |SpringApplication.java:645 |ljl.bilibili.ChatApplication |No active profile set, falling back to 1 default profile: "default"
